Date;Open;High;Low;Close;Volume
2018-07-09;1160;1210.44;1155.3745;1204.42;7630318
2018-07-16;1203.81;1221.59;1182;1197.88;9072446
2018-07-23;1195.66;1291.44;1192.01;1252.89;16266948
2018-07-30;1245.05;1252.89;1216.19;1238.16;8792581
2018-08-06;1241.61;1271.9648;1230.53;1252.51;7636145
2018-08-13;1251.2;1265.97;1204;1215.85;7887145
2018-08-20;1220.66;1237.4;1208.7;1236.75;5792455
2018-08-27;1244.14;1269.49;1225.7547;1231.8;8251359
2018-09-03;1222.52;1227.87;1163.61;1177.59;8689308
2018-09-10;1184.2;1190.94;1165.95;1177.98;7775215
2018-09-17;1177.77;1196.58;1158.455;1172.12;10488725
2018-09-24;1159.41;1216.86;1151.5;1207.08;8655423
2018-10-01;1213;1224.52;1154.32;1167.83;8863567
2018-10-08;1160;1175.86;1075.89;1120.54;12754697
2018-10-15;1118;1147;1086.34;1105.18;9561354
2018-10-22;1112.51;1121.69;1042.23;1083.75;14612079
2018-10-29;1096.54;1108.83;1007.2;1071.49;14743696
2018-11-05;1072.53;1109.9299;1034;1077.02;9258835
2018-11-12;1073.13;1078.87;1040.35;1068.27;8545172
2018-11-19;1063.39;1068;1002.21;1030.1;7193510
2018-11-26;1044;1109.65;1039.77;1109.65;10041427
2018-12-03;1132.16;1135;1039.37;1046.58;2115704
This document was made with Webix library. http://webix.com;;;;;
