Date;Open;High;Low;Close;Volume
2015-03-09;64.99;65.0928;61.9828;62.6286;78049904
2015-03-16;61.5471;61.7857;59.3;61.185;84891545
2015-03-23;60.89;63.0986;58.5728;59.2528;77985357
2015-03-30;59.7157;60.5643;58.7028;59.1543;51979551
2015-04-06;58.7686;64.9957;58.4643;64.9386;78760209
2015-04-13;67.24;82.1428;67.0571;81.65;276270797
2015-04-20;81.7857;82.3043;78.9557;79.7707;82414098
2015-04-27;80.2928;81.7857;78.8943;79.5757;53042916
2015-05-04;79.5714;82.4428;78.9;82.0857;70573334
2015-05-11;82.3243;88.3484;82.1857;87.6071;92773730
2015-05-18;87.5443;89.7857;87.0243;88.8385;65975544
2015-05-25;88.8743;90.2057;87.7863;89.1514;40628439
2015-06-01;88.8371;90.54;87.9443;90.46;45202373
2015-06-08;90.7143;98.97;88.9957;94.4185;126832919
2015-06-15;92.8571;96.4179;91.6585;93.8714;73650467
2015-06-22;95.0428;100.8914;93.0885;93.0885;180048705
2015-06-29;91.5057;95.2385;91.1171;94.0443;67124195
2015-07-06;93.4728;98.5028;92.2843;97.2285;84624936
2015-07-13;98.0985;117.88;97.05;114.77;170856428
2015-07-20;114.7;114.7;108.9;109.34;63459670
2015-07-27;107.79;115;103.88;114.31;59564789
2015-08-03;114.6;129.29;111.78;123.52;108574310
2015-08-10;126.09;126.5;118.66;123.39;62660950
2015-08-17;123.14;126.749;102.751;103.96;89722028
2015-08-24;88.75;119.35;85.5;117.63;190358950
2015-08-31;115.24;117;97.34;98.79;145908290
2015-09-07;102.08;102.79;93.55;97.51;117215710
2015-09-14;96.84;107.5;93.61;102.62;113443000
2015-09-21;103.3;105.4487;96.78;102.24;85082270
2015-09-28;101.57;106.87;96.85;106.11;90244910
2015-10-05;107.48;115.83;102.6;113.33;119308150
2015-10-12;114.45;115.42;98.41;98.99;130667750
2015-10-19;98.07;103.62;96.26;100.04;91569460
2015-10-26;100.05;110.1;99.38;108.38;62586590
2015-11-02;109.2;115.68;106.3;114.06;66206420
2015-11-09;113.36;115.25;103.27;103.65;74597340
2015-11-16;102.97;124.07;101.86;123.84;113268550
2015-11-23;124.3;126.39;120.03;125.44;51606474
2015-11-30;126.03;132.2;122.42;130.93;97147810
2015-12-07;131.19;133.27;118.6;118.91;89189320
2015-12-14;119.77;126.35;114.66;118.02;78739410
2015-12-21;119.51;119.59;114.86;117.33;34180314
2015-12-28;117.26;119.6;113.85;114.38;33946022
2016-01-04;109;122.18;104.96;111.39;122898260
2016-01-11;112.13;117.78;101.21;104.04;105184530
2016-01-18;106.57;110.14;97.0501;100.72;145779690
2016-01-25;99.78;102.68;90.11;91.84;112769880
2016-02-01;91.79;97.18;81.86;82.79;113979430
2016-02-08;80.57;92.21;79.95;87.4;114852450
2016-02-15;89;94.9;87.54;89.23;66559370
2016-02-22;90.75;97.48;86.7;94.79;79820830
2016-02-29;94.81;102.22;93.34;101.58;88468580
2016-03-07;101;101.79;94.5;97.66;83020850
2016-03-14;97.2;102.41;96.43;101.12;62775795
2016-03-21;101.15;102.1;97.07;98.36;37583936
2016-03-28;98.34;105.79;97.82;105.7;67029498
2016-04-04;105.9;106.44;102.82;103.81;49175835
2016-04-11;104.04;111.85;102.21;111.51;57816938
2016-04-18;109.9;110.7;93.14;95.9;147676440
2016-04-25;95.7;95.7461;88.21;90.03;67873430
2016-05-02;90.41;93.25;88.11;90.84;51287815
2016-05-09;90.73;93.25;85.74;87.88;64328134
2016-05-16;87.56;93.28;86.15;92.49;63182360
2016-05-23;92.98;104;92.85;103.3;77252290
2016-05-30;102.95;103.45;98.53;99.59;34297300
2016-06-06;100.29;101.63;93.28;93.75;44519547
2016-06-13;95.02;97.2;93.2474;94.45;46196034
2016-06-20;95.22;95.88;87.21;88.44;55629251
2016-06-27;87.88;97;84.81;96.67;62136141
2016-07-04;95.2;101.27;93.18;97.06;60371071
2016-07-11;96.19;98.7;94.09;98.39;52480861
2016-07-18;98.43;99.84;84.5;85.89;132956260
2016-07-25;85.73;93.1;85.01;91.25;55547801
2016-08-01;91.23;97.74;90.5;97.03;51879842
2016-08-08;95.91;96.83;92.95;96.59;40916368
2016-08-15;96.83;97.2168;94.4;95.87;36020992
2016-08-22;95.67;98.245;94.91;97.58;34730731
2016-08-29;96.97;98.85;96.57;97.38;27165489
2016-09-05;97.76;100.32;96.5;96.5;28044393
2016-09-12;95.91;99.49;95.33;99.48;42744637
2016-09-19;99.9;100.35;93.26;95.94;50753174
2016-09-26;95.38;99.53;94.04;98.55;39660793
2016-10-03;98;106.97;98;104.82;55616608
2016-10-10;103.18;104.53;97.63;101.47;40963519
2016-10-17;100.5;127.85;98.38;127.5;122911070
2016-10-24;127.42;129.29;125.75;126.57;46753218
2016-10-31;126.85;126.9;121.62;122.03;28121273
2016-11-07;124.26;125.81;113.11;114.78;48971912
2016-11-14;114.75;116.81;110.68;115.21;36262396
2016-11-21;116.2;119.46;116.19;117.41;20195550
2016-11-28;117.05;120.98;113.95;120.81;37611051
2016-12-05;120.73;126.35;118.4;122.88;40990062
2016-12-12;122.84;127.43;122.3;124.22;30783689
2016-12-19;124.3;127.7372;122.87;125.59;21466840
2016-12-26;126.24;129.07;123.6;123.8;17545984
2017-01-02;124.96;133.88;124.31;131.07;37566355
2017-01-09;131.48;133.93;128.5;133.7;33237608
2017-01-16;135.04;143.46;131.06;138.6;60598345
2017-01-23;138.65;142.49;137.03;142.45;37124433
2017-01-30;141.77;142.41;138.8;140.25;25507308
2017-02-06;140;145.2992;139.16;144.82;29037419
2017-02-13;145.19;145.95;140.05;142.22;25870798
2017-02-20;142.99;144.49;141.5196;143.25;15007128
2017-02-27;143.12;143.92;138.26;139.14;23449051
2017-03-06;141;142.84;139.74;140.89;21402883
2017-03-13;140.9;146.5;140.321;145.11;27049799
2017-03-20;145.45;147.7;140.76;142.02;24774901
2017-03-27;140.83;148.29;140;147.81;21585324
2017-04-03;146.7;148.005;142.71;143.11;19873196
2017-04-10;143.04;145.74;141.21;142.92;18475360
2017-04-17;144.43;147.4;138.66;142.87;61534692
2017-04-24;143.61;153.52;143.4;152.2;48776305
2017-05-01;151.91;158.59;151.61;156.6;28917112
2017-05-08;156.55;161.1;155.3;160.81;26350105
2017-05-15;160.25;161.78;153;157.02;26930769
2017-05-22;157.86;164.1;156.43;162.43;23463895
2017-05-29;163.6;165.36;160.74;165.18;18305876
2017-06-05;165.49;166.87;154.5;158.03;25579867
2017-06-12;155.3;155.68;147.3;152.38;42830221
2017-06-19;154.29;158.19;151.4;158.02;27208925
2017-06-26;158.78;159.97;148;149.41;31362815
2017-07-03;149.8;150.75;144.25;150.18;19507368
2017-07-10;150.34;161.35;149.65;161.12;30587024
2017-07-17;162.91;191.5;160.0201;188.54;92579937
2017-07-24;188.685;190.25;179.38;184.04;36037824
2017-07-31;184.26;184.9738;177.8149;180.27;24792436
2017-08-07;181;182.27;167.6;171.4;34860399
2017-08-14;169.8;172.45;165.72;166.54;32577689
2017-08-21;166.91;171.2363;164.23;165.95;25405879
2017-08-28;166.43;176.48;164.73;174.74;27029034
2017-09-04;173.4;180.39;172.44;176.42;23936850
2017-09-11;178.1;185.33;178.03;182.35;27045654
2017-09-18;183.61;189.95;182.73;187.35;27529615
2017-09-25;186.46;186.55;176.55;181.35;28243607
2017-10-02;182.11;198.92;176.58;198.02;55093497
2017-10-09;199.1;200.8199;192.1;199.49;39446781
2017-10-16;201.95;204.38;191.16;194.16;69842448
2017-10-23;194.17;200.65;191.0346;199.54;32636403
2017-10-30;199.62;201.099;195.218;200.01;23226605
2017-11-06;200;202.48;189.5;192.02;29117938
2017-11-13;191.12;197.7;191;193.2;21816717
2017-11-20;193.3;197.52;191.9;195.75;16419961
2017-11-27;195.56;199.68;184.32;186.82;37187614
2017-12-04;189.36;189.72;178.38;188.54;29824694
2017-12-11;187.85;192.64;184.8183;190.12;29153215
2017-12-18;191.2;191.65;185.26;189.94;25762970
2017-12-25;189.78;194.49;185.22;191.96;22312805
2018-01-01;196.1;210.02;195.42;209.99;32500816
2018-01-08;210.02;222.55;206.91;221.23;32790307
2018-01-15;224.24;226.07;216.32;220.46;41133967
2018-01-22;222;274.6;221.2;274.6;88202970
2018-01-29;274.2;286.81;262.71;267.43;59768451
2018-02-05;262;272.45;236.11;249.47;59124706
2018-02-12;252.14;281.96;249;278.52;45299942
2018-02-19;277.74;286.64;274.45;285.93;33273994
2018-02-26;288.75;301.18;283.23;301.05;52177178
2018-03-05;302.85;331.44;297.6;331.44;80000900
2018-03-12;333.56;333.98;313.278;318.45;56400745
2018-03-19;315.8;319.5;300.36;300.94;38353205
2018-03-26;309.36;322.9;275.9;295.35;62064250
2018-04-02;291.94;299.16;271.2239;288.85;60837320
2018-04-09;291.77;317.49;289.12;311.65;57550458
2018-04-16;315.99;338.82;304;327.77;82305593
2018-04-23;329.15;331.22;292.615;311.76;53802846
2018-04-30;311.07;320.98;305.73;320.09;31900804
2018-05-07;321.9947;332.055;319.34;326.46;27256772
2018-05-14;327.25;330.5038;322.434;324.18;20992656
2018-05-21;327.11;354.36;325.45;351.29;44829031
2018-05-28;351.5;359.99;346.71;359.93;29367816
2018-06-04;362.685;369.83;355.51;360.57;37192980
2018-06-11;361.88;398.86;360.91;391.98;54940618
2018-06-18;387.72;423.2056;386.5;411.09;68387314
2018-06-25;404.69;411.5865;378.75;391.43;75550378
2018-07-02;385.45;408.6495;380;408.25;30392497
2018-07-09;415.95;419.77;395.081;395.8;58331352
2018-07-16;398.98;403.355;344;361.05;134154990
2018-07-23;359.145;367.4;351.65;355.21;48575320
2018-07-30;351.93;352.03;328;343.09;55977214
2018-08-06;342.865;357.31;341.74;345.87;30540327
2018-08-13;339.89;347.19;312.96;316.78;41467177
2018-08-20;314.64;359.15;310.928;358.82;62996708
2018-08-27;367.145;376.8085;360;367.68;53553456
2018-09-03;366.47;368.88;335.83;348.68;42788175
2018-09-10;352.27;374.09;343.08;364.56;35368562
2018-09-17;364.22;377.61;349.57;361.19;47897836
2018-09-24;359;383.2;354.33;374.13;43999680
2018-10-01;375.85;386.7999;343;351.35;45317226
2018-10-08;345.18;358.72;315.81;339.56;68989696
2018-10-15;337.63;380;326.93;332.67;98176240
2018-10-22;333.1;336.58;292.3;299.83;83765080
2018-10-29;305.26;321.88;271.2093;309.1;93765790
2018-11-05;311.1;332.0499;298.01;303.47;57686435
2018-11-12;300;303.55;278.2969;286.21;58770185
2018-11-19;283.79;285.09;250;258.82;45422873
2018-11-26;260.55;290.81;253.8;286.13;65072990
2018-12-03;293.19;298.72;263.38;265.14;12374294
This document was made with Webix library. http://webix.com;;;;;
