Date;Open;High;Low;Close;Volume
2014-12-08;114.1;114.85;109.35;109.73;259311140
2014-12-15;110.7;113.24;106.26;111.78;326382400
2014-12-22;112.16;114.52;111.97;113.99;119248900
2014-12-29;113.79;114.77;107.35;109.33;151780640
2015-01-05;108.29;113.25;104.63;112.01;282690970
2015-01-12;112.6;112.8;105.2;105.99;303531140
2015-01-19;107.84;113.75;106.5;112.98;198362640
2015-01-26;113.74;120;109.03;117.16;461747290
2015-02-02;118.05;120.51;116.08;118.93;270190470
2015-02-09;118.55;127.48;118.43;127.08;301354470
2015-02-16;127.49;129.5;126.92;129.495;193883960
2015-02-23;130.02;133.6;126.61;128.46;369856960
2015-03-02;129.25;130.28;125.76;126.6;246472020
2015-03-09;127.96;129.57;121.63;123.59;325921230
2015-03-16;123.88;129.2451;122.87;125.9;266016400
2015-03-23;127.12;128.04;122.6;123.25;208731730
2015-03-30;124.05;126.49;123.1;125.32;161628950
2015-04-06;124.47;128.1218;124.33;127.1;181454510
2015-04-13;128.37;128.57;124.46;124.75;170090870
2015-04-20;125.57;130.63;125.17;130.28;206698310
2015-04-27;132.31;134.54;124.58;128.95;417115180
2015-05-04;129.5;130.57;123.36;127.62;270197900
2015-05-11;127.39;129.49;124.82;128.77;207858180
2015-05-18;128.38;132.97;128.36;132.54;216438970
2015-05-25;132.6;132.91;129.12;130.28;197468800
2015-06-01;131.2;131.39;128.36;128.65;170465550
2015-06-08;128.9;130.18;125.62;127.17;219812710
2015-06-15;126.1;128.31;125.71;126.6;197925030
2015-06-22;127.49;129.8;126.51;126.75;195104520
2015-06-29;125.46;126.94;124.48;126.44;150747530
2015-07-06;124.94;126.23;119.22;123.28;274904180
2015-07-13;125.03;129.62;124.32;129.62;188579340
2015-07-20;130.97;132.97;121.99;124.5;336423370
2015-07-27;123.09;123.91;120.91;121.3;191087840
2015-08-03;121.5;122.57;112.1;115.52;383883210
2015-08-10;116.53;119.99;109.63;115.96;344549090
2015-08-17;116.04;117.65;105.645;105.76;318855760
2015-08-24;94.87;113.31;92;113.29;498047270
2015-08-31;112.03;114.53;107.36;109.27;297402060
2015-09-07;111.65;114.21;109.77;114.21;251859600
2015-09-14;116.58;116.89;111.87;113.45;276281980
2015-09-21;113.67;116.69;112.37;114.71;238617740
2015-09-28;113.85;114.57;107.31;110.38;313017610
2015-10-05;109.88;112.28;108.21;112.12;261920950
2015-10-12;112.73;112.75;109.56;111.04;184208970
2015-10-19;110.8;119.228;110.11;119.08;221612230
2015-10-26;118.08;121.22;113.99;119.5;319660750
2015-11-02;119.87;123.82;119.61;121.06;194953700
2015-11-09;120.96;121.81;112.27;112.34;216054740
2015-11-16;111.38;119.92;111;119.3;189492500
2015-11-23;119.27;119.73;117.12;117.81;109582040
2015-11-30;117.99;119.41;114.22;119.03;205415620
2015-12-07;118.98;119.86;112.851;113.18;188609110
2015-12-14;112.18;112.8;105.81;106.03;314856190
2015-12-21;107.28;109;105.57;108.03;126450510
2015-12-28;107.59;109.43;104.82;105.26;123621760
2016-01-04;102.61;105.85;96.43;96.96;343000960
2016-01-11;98.97;101.19;95.36;97.13;303375940
2016-01-18;98.41;101.46;93.42;101.42;242982970
2016-01-25;101.52;101.53;92.39;97.34;376481100
2016-02-01;96.47;97.33;93.69;94.02;216608840
2016-02-08;93.13;96.35;92.59;93.99;230794620
2016-02-15;95.02;98.89;94.61;96.04;167001070
2016-02-22;96.31;98.0237;93.32;96.91;158759600
2016-02-29;96.86;103.75;96.65;103.01;201482180
2016-03-07;102.39;102.83;100.15;102.26;155437450
2016-03-14;101.91;106.5;101.78;105.92;181323210
2016-03-21;105.93;107.65;104.89;105.67;119054360
2016-03-28;106;110.42;104.88;109.99;147641240
2016-04-04;110.42;112.19;108.121;108.66;145351790
2016-04-11;108.97;112.39;108.66;109.85;161518860
2016-04-18;108.89;108.95;104.62;105.68;188775240
2016-04-25;105;105.65;92.51;93.74;345910030
2016-05-02;93.965;95.9;91.85;92.72;225114110
2016-05-09;93;93.77;89.47;90.52;215596350
2016-05-16;92.39;95.43;91.65;95.22;212312980
2016-05-23;95.87;100.73;95.67;100.35;203902650
2016-05-30;99.6;100.4;96.63;97.92;140064910
2016-06-06;97.99;101.89;97.55;98.83;124731320
2016-06-13;98.69;99.12;95.3;95.33;191017280
2016-06-20;96;96.89;92.65;93.4;206149160
2016-06-27;93;96.465;91.5;95.89;184254460
2016-07-04;95.39;96.89;94.37;96.68;111769640
2016-07-11;96.75;99.3;96.73;98.78;142244590
2016-07-18;98.7;101;98.31;98.66;147358320
2016-07-25;98.25;104.55;96.42;104.21;252358930
2016-08-01;104.41;107.65;104;107.48;168265830
2016-08-08;107.52;108.94;107.16;108.18;124255340
2016-08-15;108.14;110.23;108.08;109.36;131814920
2016-08-22;108.86;109.32;106.31;106.94;123373540
2016-08-29;106.62;108;105.5;107.73;134426100
2016-09-05;107.9;108.76;103.13;103.13;168312530
2016-09-12;102.65;116.13;102.53;114.92;388543710
2016-09-19;115.19;116.18;111.55;112.71;200842480
2016-09-26;111.64;114.64;111.55;113.05;156186800
2016-10-03;112.71;114.56;112.28;114.06;125587350
2016-10-10;115.02;118.69;114.72;117.63;208231690
2016-10-17;117.33;118.21;113.8;116.6;114497020
2016-10-24;117.1;118.36;113.31;113.72;204530120
2016-10-31;113.65;114.23;108.11;108.84;155287280
2016-11-07;110.08;111.72;105.83;108.43;206825070
2016-11-14;107.71;110.54;104.08;110.06;197790040
2016-11-21;110.12;112.42;110.01;111.79;93992370
2016-11-28;111.43;112.465;108.85;109.9;155229390
2016-12-05;110;114.7;108.25;113.95;151624650
2016-12-12;113.29;116.73;112.49;115.97;194003220
2016-12-19;115.8;117.5;115.59;116.52;113106370
2016-12-26;116.52;118.0166;115.43;115.82;84354060
2017-01-02;115.8;118.16;114.76;117.91;103680760
2017-01-09;117.95;119.93;117.94;119.04;138446660
2017-01-16;118.34;120.5;118.22;120;113576380
2017-01-23;120;122.44;119.5;121.95;124406640
2017-01-30;120.93;130.49;120.62;129.08;248063580
2017-02-06;129.13;132.94;128.9;132.12;136252280
2017-02-13;133.08;136.27;132.75;135.72;136326260
2017-02-20;136.23;137.48;135.28;136.66;87773190
2017-02-27;137.14;140.2786;136.28;139.78;127757050
2017-03-06;139.365;139.98;137.05;139.14;99061270
2017-03-13;138.85;141.02;138.82;139.99;120881720
2017-03-20;140.4;142.8;139.73;140.64;129178500
2017-03-27;139.39;144.5;138.62;143.66;126819590
2017-04-03;143.71;145.46;143.05;143.34;105274540
2017-04-10;143.6;143.8792;140.06;141.05;87342130
2017-04-17;141.48;142.92;140.45;142.27;89092650
2017-04-24;143.5;144.9;143.18;143.65;90423600
2017-05-01;145.1;148.98;144.27;148.96;173861760
2017-05-08;149.03;156.42;149.03;156.1;173087500
2017-05-15;156.01;156.65;149.71;153.06;156993820
2017-05-22;154;154.9;152.67;153.61;103151450
2017-05-29;153.42;155.45;152.22;155.45;88670120
2017-06-05;154.34;155.98;146.02;148.98;158814040
2017-06-12;145.74;147.5;142.2;142.27;219638930
2017-06-19;143.66;147.16;143.66;146.28;132832660
2017-06-26;147.17;148.28;142.28;144.02;126890110
2017-07-03;144.88;145.3001;142.41;144.18;78465450
2017-07-10;144.11;149.33;143.37;149.04;109759170
2017-07-17;148.82;151.74;148.57;150.27;104744470
2017-07-24;150.58;153.99;147.3;149.5;105536280
2017-07-31;149.9;159.75;148.13;156.39;170204830
2017-08-07;157.06;161.83;154.63;157.48;149860480
2017-08-14;159.32;162.51;156.72;157.5;133829670
2017-08-21;157.5;160.74;155.1101;159.86;112238670
2017-08-28;160.14;164.94;159.93;164.05;125610990
2017-09-04;163.75;164.25;158.53;158.63;101419110
2017-09-11;160.5;163.96;157.91;159.88;220431100
2017-09-18;160.11;160.5;150.56;151.89;184774960
2017-09-25;149.99;154.7189;149.16;154.12;153864260
2017-10-02;154.26;155.49;152.46;155.3;93376940
2017-10-09;155.81;158;155.1;156.99;81456400
2017-10-16;157.9;160.87;155.02;156.25;125580810
2017-10-23;156.89;163.6;155.27;163.05;122002750
2017-10-30;163.89;174.26;163.72;172.5;212914220
2017-11-06;172.365;176.24;171.72;174.67;138013640
2017-11-13;173.5;174.5;168.38;170.15;116120520
2017-11-20;170.29;175.5;169.56;174.97;80674030
2017-11-27;175.05;175.08;167.16;171.05;169657100
2017-12-04;172.48;172.62;166.46;169.37;137167790
2017-12-11;169.2;174.17;168.79;173.97;137316410
2017-12-18;174.88;177.2;173.25;175.01;117419080
2017-12-25;170.8;171.85;169.22;169.23;96941750
2018-01-01;170.16;175.37;169.26;175;100794160
2018-01-08;174.35;177.36;173;177.09;109763340
2018-01-15;177.9;180.1;175.07;178.46;126166360
2018-01-22;177.3;179.44;170.06;171.51;191329940
2018-01-29;170.16;170.16;160.1;160.5;258845690
2018-02-05;159.1;163.88;150.24;156.41;316584160
2018-02-12;158.5;174.82;157.51;172.43;224663430
2018-02-19;172.05;175.65;171.01;175.5;135794540
2018-02-26;176.35;180.615;172.45;176.21;200939490
2018-03-05;175.21;180;174.27;179.98;139433960
2018-03-12;180.29;183.5;177.62;178.02;153979720
2018-03-19;177.32;177.47;164.94;164.94;171260030
2018-03-26;168.07;175.15;165.19;167.78;156183930
2018-04-02;167.88;174.2304;164.47;168.38;163945080
2018-04-09;169.88;175.84;169.845;174.73;127903700
2018-04-16;175.0301;178.9365;165.43;165.72;168645160
2018-04-23;166.835;166.92;160.63;162.32;161870690
2018-04-30;162.13;184.25;161.84;183.83;250741470
2018-05-07;185.18;190.37;183.665;188.59;147862400
2018-05-14;189.01;189.53;185.1;186.31;98176310
2018-05-21;188;189.65;185.76;188.58;93894100
2018-05-28;187.6;190.26;186.14;190.24;91758910
2018-06-04;191.635;194.2;189.77;191.7;116548890
2018-06-11;191.35;192.88;188.26;188.84;139432080
2018-06-18;187.88;189.22;183.45;184.92;125321420
2018-06-25;183.4;187.28;180.73;185.11;120902100
2018-07-02;183.82;188.434;183.42;187.97;65600060
2018-07-09;189.5;191.84;187.61;191.33;84721160
2018-07-16;191.52;192.65;189.2;191.44;87743400
2018-07-23;190.68;195.96;189.56;190.98;94170750
2018-07-30;191.9;208.74;189.07;207.99;222297910
2018-08-06;208;209.78;204.52;207.53;121397490
2018-08-13;207.7;217.95;207.7;217.58;137768730
2018-08-20;218.1;219.18;213.84;216.16;111761540
2018-08-27;217.15;228.87;216.33;227.63;162100920
2018-09-03;228.41;229.67;220.71;221.3;132194940
2018-09-10;220.95;228.35;216.47;223.84;197171060
2018-09-17;222.15;222.95;215.3;217.66;217147760
2018-09-24;216.82;226.44;216.63;225.74;126112490
2018-10-01;227.95;233.47;220.58;224.29;141615410
2018-10-08;222.21;227.27;212.32;222.11;188922340
2018-10-15;221.16;222.99;213;219.31;147039490
2018-10-22;219.79;224.23;212.67;216.3;183643870
2018-10-29;219.19;222.36;205.43;207.48;264219060
2018-11-05;204.3;210.12;198.17;204.47;190745560
2018-11-12;199;199.85;185.93;193.53;240727070
2018-11-19;190;190.7;172.1;172.29;164025710
2018-11-26;174.24;182.8;170.26;178.58;212708050
2018-12-03;184.46;184.94;168.3;168.49;41030272
This document was made with Webix library. http://webix.com;;;;;
